"","overall","age","wage_eur","international_reputation","is_sub","Top_Club","value_eur","height_cm","weight_kg","release_clause_eur"
"1453",66,22,4000,1,0,"other",925000,188,80,1500000
"1454",62,19,1000,1,1,"other",650000,173,68,1400000
"1455",51,19,1000,1,1,"other",70000,185,75,131000
"1456",75,21,25000,1,1,"other",8500000,192,78,16200000
"1457",69,24,14000,1,0,"other",1500000,181,75,3100000
"1458",72,30,9000,1,0,"other",2500000,184,74,3100000
"1459",63,24,4000,1,0,"other",4e+05,174,75,830000
"1460",75,29,28000,1,0,"other",5500000,187,80,10500000
"1461",51,18,1000,1,0,"other",80000,188,84,190000
"1462",63,25,1000,1,1,"other",425000,192,84,648000
"1463",67,22,14000,1,1,"other",1100000,180,67,2100000
"1464",57,20,2000,1,1,"other",190000,185,84,371000
"1465",69,30,6000,1,0,"other",825000,185,76,1700000
"1466",65,26,1000,1,0,"other",6e+05,177,67,855000
"1467",65,21,1000,1,1,"other",775000,185,74,0
"1468",70,24,2000,1,0,"other",2400000,178,74,4300000
"1469",57,22,2000,1,1,"other",150000,170,74,293000
"1470",74,27,23000,2,1,"other",6e+06,179,79,10200000
"1471",54,18,1000,1,1,"other",130000,178,68,244000
"1472",73,34,10000,1,0,"other",1500000,187,86,2100000
"1473",71,29,11000,1,1,"other",2400000,186,83,4700000
"1474",54,21,1000,1,1,"other",130000,165,68,283000
"1475",58,20,1000,1,1,"other",190000,177,72,380000
"1476",85,25,125000,1,0,"Top_10",43500000,178,64,83700000
"1477",64,31,3000,1,1,"other",325000,190,82,618000
"1478",67,31,3000,1,1,"other",575000,178,72,863000
"1479",65,37,1000,2,0,"other",190000,190,89,238000
"1480",68,20,9000,1,1,"Top_30",1300000,177,64,2100000
"1481",67,27,5000,1,0,"other",750000,182,79,994000
"1482",54,19,1000,1,1,"other",1e+05,184,80,145000
"1483",75,29,24000,1,1,"other",6500000,175,67,13700000
"1484",73,22,18000,1,1,"Top_30",5500000,191,80,12700000
"1485",67,21,3000,1,0,"other",1300000,180,76,2400000
"1486",75,26,34000,1,1,"other",7e+06,184,81,12400000
"1487",74,20,19000,1,0,"other",8500000,168,67,18700000
"1488",62,18,1000,1,1,"other",5e+05,184,78,1100000
"1489",80,27,94000,2,1,"Top_20",15500000,184,80,28700000
"1490",55,19,1000,1,1,"other",170000,180,70,404000
"1491",69,26,7000,1,0,"other",1200000,188,75,2300000
"1492",63,27,2000,1,0,"other",325000,184,76,406000
"1493",68,28,3000,1,1,"other",8e+05,173,68,1200000
"1494",49,20,2000,1,1,"other",60000,173,64,131000
"1495",66,23,4000,1,0,"other",850000,179,72,1300000
"1496",66,27,4000,1,0,"other",650000,178,75,1100000
"1497",65,21,5000,1,1,"other",725000,170,66,1600000
"1498",62,19,1000,1,1,"other",6e+05,175,70,1300000
"1499",56,22,1000,1,1,"other",130000,187,75,228000
"1500",73,29,10000,1,0,"other",3800000,169,61,5400000
"1501",65,18,2000,1,1,"other",1e+06,185,72,2600000
"1502",65,27,1000,1,1,"other",475000,178,73,594000
"1503",68,21,16000,1,1,"other",1500000,171,63,2900000
"1504",70,31,7000,1,0,"other",1300000,188,85,2500000
"1505",70,30,12000,1,0,"other",1600000,171,67,2100000
"1506",69,35,5000,1,1,"other",450000,168,62,833000
"1507",63,31,3000,1,0,"other",325000,178,79,569000
"1508",73,28,7000,1,1,"other",4100000,174,72,0
"1509",65,20,2000,1,0,"other",8e+05,177,74,1300000
"1510",66,23,2000,1,0,"other",950000,180,80,1900000
"1511",81,28,18000,2,0,"Top_20",1.5e+07,185,80,3e+07
"1512",70,27,5000,1,1,"other",1900000,187,78,3e+06
"1513",72,28,24000,1,1,"other",2700000,170,63,5100000
"1514",49,22,1000,1,1,"other",40000,176,72,72000
"1515",66,23,2000,1,0,"other",8e+05,176,74,1300000
"1516",66,25,2000,1,0,"other",750000,182,76,1400000
"1517",67,23,1000,1,1,"other",1100000,183,78,1700000
"1518",58,21,3000,1,1,"other",230000,178,69,581000
"1519",71,23,12000,1,1,"other",3300000,178,69,7700000
"1520",58,19,2000,1,1,"other",220000,195,78,578000
"1521",65,23,4000,1,0,"other",650000,186,74,1300000
"1522",67,21,4000,1,0,"other",1200000,180,68,1700000
"1523",68,23,4000,1,0,"other",1200000,177,67,2e+06
"1524",62,22,1000,1,0,"other",375000,178,63,544000
"1525",80,25,78000,3,0,"other",1.9e+07,177,73,37500000
"1526",75,24,43000,2,1,"Top_20",8e+06,188,81,13800000
"1527",71,25,11000,1,0,"other",2700000,176,72,4200000
"1528",77,24,14000,1,0,"other",10500000,187,77,17100000
"1529",58,17,1000,1,1,"other",250000,179,76,606000
"1530",68,31,4000,1,1,"other",650000,183,78,1100000
"1531",69,22,6000,1,0,"other",1500000,180,68,0
"1532",62,24,6000,1,1,"other",425000,167,63,808000
"1533",67,22,4000,1,0,"other",1100000,176,69,2e+06
"1534",65,23,3000,1,0,"other",725000,178,68,1100000
"1535",73,27,17000,1,1,"other",4200000,183,77,9200000
"1536",82,27,120000,3,1,"Top_10",2.3e+07,169,72,42600000
"1537",63,23,1000,1,1,"other",525000,173,73,761000
"1538",64,19,2000,1,1,"other",775000,171,69,1300000
"1539",65,21,5000,1,1,"other",1100000,172,64,2800000
"1540",65,25,1000,1,1,"other",675000,171,66,1e+06
"1541",63,31,2000,1,1,"other",270000,173,68,405000
"1542",80,31,0,1,0,"other",0,178,69,0
"1543",67,25,3000,1,0,"other",950000,179,73,1400000
"1544",72,22,10000,1,0,"other",4200000,175,73,7100000
"1545",67,22,8000,1,1,"other",1e+06,180,74,2e+06
"1546",69,21,3000,1,0,"other",1900000,178,67,0
"1547",76,30,0,1,0,"other",0,180,71,0
"1548",61,21,1000,1,1,"other",550000,180,74,1300000
"1549",59,37,1000,1,1,"other",30000,188,85,47000
"1550",62,27,2000,1,1,"other",350000,180,72,534000
"1551",74,29,12000,1,0,"other",5500000,179,78,6900000
"1552",66,21,2000,1,0,"other",950000,165,62,1700000
"1553",65,24,3000,1,0,"other",625000,187,80,953000
"1554",68,27,3000,1,1,"other",1e+06,174,67,2200000
"1555",75,28,34000,1,0,"other",6500000,175,69,1.3e+07
"1556",58,23,3000,1,1,"other",180000,178,70,351000
"1557",68,31,7000,1,1,"other",775000,172,70,1500000
"1558",66,31,2000,1,1,"other",475000,182,77,689000
"1559",55,18,2000,1,1,"other",160000,170,60,404000
"1560",76,27,45000,1,0,"other",8e+06,172,69,0
"1561",67,28,3000,1,0,"other",8e+05,184,80,1300000
"1562",54,18,1000,1,1,"other",120000,188,72,285000
"1563",70,29,13000,1,1,"other",1500000,190,84,2500000
"1564",74,30,9000,1,0,"other",4600000,196,93,7300000
"1565",68,28,3000,1,0,"other",8e+05,193,88,1100000
"1566",73,23,16000,1,1,"other",6e+06,183,80,0
"1567",75,26,44000,2,1,"other",8e+06,178,78,1.5e+07
"1568",65,23,3000,1,1,"other",675000,194,88,1200000
"1569",74,29,18000,1,0,"other",5500000,172,68,8300000
"1570",65,28,2000,1,0,"other",475000,170,65,689000
"1571",52,17,1000,1,1,"other",1e+05,183,75,225000
"1572",48,18,1000,1,1,"other",60000,178,60,143000
"1573",63,24,2000,1,1,"other",450000,185,80,810000
"1574",74,28,28000,1,0,"other",6e+06,182,70,1.2e+07
"1575",67,23,2000,1,0,"other",1e+06,183,76,1600000
"1576",71,24,13000,1,0,"other",2700000,187,82,4800000
"1577",73,25,11000,1,0,"other",4800000,171,64,8300000
"1578",60,21,1000,1,1,"other",3e+05,176,56,465000
"1579",64,20,3000,1,0,"other",7e+05,177,73,1e+06
"1580",75,23,19000,1,1,"other",10500000,186,72,0
"1581",66,31,2000,1,1,"other",475000,186,81,641000
"1582",67,30,2000,1,0,"other",725000,183,74,1100000
"1583",74,28,8000,1,0,"other",5e+06,180,77,7500000
"1584",73,27,8000,1,1,"other",4300000,179,72,7200000
"1585",69,21,20000,1,1,"other",1800000,183,70,3700000
"1586",52,18,1000,1,1,"other",1e+05,185,78,188000
"1587",74,31,16000,1,0,"other",5e+06,183,94,7e+06
"1588",75,26,9000,2,0,"other",8e+06,170,65,12600000
"1589",68,23,3000,1,1,"other",1e+06,181,74,2200000
"1590",57,22,1000,1,1,"other",140000,180,71,203000
"1591",56,24,1000,1,1,"other",110000,181,73,193000
"1592",79,28,52000,1,0,"other",1.3e+07,182,81,22100000
"1593",66,22,5000,1,1,"other",875000,174,73,1800000
"1594",68,30,4000,2,0,"other",7e+05,186,77,1e+06
"1595",68,22,1000,1,1,"other",1400000,175,67,3300000
"1596",61,20,1000,1,0,"other",375000,183,68,581000
"1597",64,19,6000,1,1,"Top_20",9e+05,173,67,2e+06
"1598",62,22,2000,1,1,"other",4e+05,171,63,690000
"1599",59,20,1000,1,1,"other",260000,194,87,429000
"1600",69,28,4000,1,0,"other",1e+06,183,76,1600000
"1601",59,18,1000,1,1,"other",325000,179,73,691000
"1602",62,23,2000,1,0,"other",450000,181,75,788000
"1603",68,24,6000,1,0,"other",1200000,186,75,2400000
"1604",59,26,2000,1,0,"other",180000,185,70,293000
"1605",66,23,2000,1,1,"other",1e+06,185,70,1700000
"1606",68,21,12000,1,0,"other",1300000,172,64,2700000
"1607",67,27,3000,1,1,"other",750000,188,79,1200000
"1608",75,22,12000,1,0,"other",8500000,184,75,17900000
"1609",71,28,9000,1,1,"other",2400000,174,73,3900000
"1610",70,29,6000,1,0,"other",1700000,186,82,2600000
"1611",66,22,1000,1,0,"other",1e+06,170,60,1500000
"1612",67,25,3000,1,1,"other",875000,173,60,0
"1613",61,21,2000,1,1,"other",4e+05,180,75,880000
"1614",71,25,10000,1,0,"other",2800000,181,79,0
"1615",78,30,23000,2,1,"other",8e+06,182,80,16800000
"1616",61,23,1000,1,0,"other",3e+05,185,75,435000
"1617",56,21,3000,1,1,"other",170000,171,67,387000
"1618",70,24,4000,1,0,"other",2400000,175,65,3400000
"1619",66,24,1000,1,0,"other",750000,180,70,1100000
"1620",71,23,1000,1,0,"other",3600000,180,77,8800000
"1621",71,28,23000,1,1,"other",2400000,180,72,4500000
"1622",69,25,5000,1,0,"other",1200000,176,70,2100000
"1623",74,23,1000,1,1,"Top_20",8500000,182,75,19600000
"1624",61,20,2000,1,1,"other",550000,173,65,1100000
"1625",64,21,1000,1,1,"other",750000,175,70,1100000
"1626",56,24,1000,1,1,"other",120000,183,69,219000
"1627",61,21,1000,1,1,"other",325000,180,77,471000
"1628",61,22,1000,1,1,"other",325000,182,76,0
"1629",74,26,1000,2,1,"other",7e+06,171,64,15900000
"1630",62,24,2000,1,1,"other",425000,185,73,616000
"1631",67,32,4000,1,0,"other",475000,179,77,713000
"1632",68,32,6000,2,1,"other",675000,176,81,1300000
"1633",72,26,22000,1,1,"other",3900000,170,65,6900000
"1634",71,26,2000,1,0,"other",2900000,173,75,4100000
"1635",60,19,3000,1,1,"other",450000,177,72,1200000
"1636",58,33,1000,1,0,"other",60000,188,86,93000
"1637",57,22,1000,1,0,"other",130000,180,77,221000
"1638",58,20,1000,1,1,"other",280000,181,73,581000
"1639",71,25,23000,1,1,"other",3e+06,187,77,6300000
"1640",81,27,21000,2,0,"Top_30",18500000,172,69,3.7e+07
"1641",66,29,4000,1,1,"other",550000,188,81,1100000
"1642",80,24,85000,2,0,"Top_20",17500000,190,96,34600000
"1643",70,21,10000,1,1,"other",2600000,183,79,6e+06
"1644",74,26,8000,1,0,"other",6500000,183,83,0
"1645",62,19,2000,1,1,"other",650000,186,70,1700000
"1646",56,18,1000,1,1,"other",140000,184,75,217000
"1647",70,32,5000,1,0,"other",1100000,185,75,1400000
"1648",73,22,14000,2,0,"other",5500000,184,74,9400000
"1649",66,23,3000,1,1,"other",950000,173,71,2100000
"1650",59,28,2000,1,1,"other",160000,177,73,248000
"1651",65,24,2000,1,0,"other",725000,178,82,1100000
"1652",65,31,2000,1,0,"other",4e+05,175,69,540000
"1653",61,18,3000,1,1,"other",325000,171,67,618000
"1654",62,23,2000,1,1,"other",450000,164,65,653000
"1655",62,21,2000,1,1,"other",475000,188,79,950000
"1656",76,25,12000,1,1,"Top_20",9500000,189,84,20900000
"1657",53,21,2000,1,1,"other",1e+05,174,71,165000
"1658",63,26,0,1,0,"other",0,185,88,0
"1659",65,21,7000,1,1,"other",875000,179,72,1700000
"1660",68,26,3000,1,0,"other",1100000,186,81,1500000
"1661",60,23,1000,1,1,"other",325000,175,77,553000
"1662",64,22,1000,1,0,"other",550000,193,81,908000
"1663",63,25,1000,1,0,"other",450000,172,65,596000
"1664",65,22,2000,1,1,"other",850000,180,68,1500000
"1665",65,28,4000,1,0,"other",550000,178,77,963000
"1666",68,32,2000,1,1,"other",7e+05,175,67,1100000
"1667",75,21,11000,1,1,"Top_30",1e+07,176,68,2.2e+07
"1668",60,24,1000,1,0,"other",280000,179,74,371000
"1669",58,24,3000,1,1,"other",160000,171,62,296000
"1670",81,33,56000,3,0,"other",1.1e+07,184,77,18700000
"1671",64,19,1000,1,0,"other",825000,178,76,1600000
"1672",58,20,2000,1,1,"other",190000,179,67,333000
"1673",64,25,2000,1,1,"other",575000,172,69,819000
"1674",76,38,0,2,0,"other",0,182,78,0
"1675",57,21,1000,1,1,"other",170000,178,70,281000
"1676",67,25,1000,1,0,"other",850000,181,77,1400000
"1677",66,31,7000,1,0,"other",575000,178,77,1e+06
"1678",70,24,9000,1,1,"other",2100000,188,79,3300000
"1679",59,23,1000,1,1,"other",2e+05,185,81,305000
"1680",67,31,6000,1,1,"other",675000,189,82,945000
"1681",63,29,2000,1,1,"other",350000,193,84,639000
"1682",68,25,1000,1,1,"other",1100000,184,80,2400000
"1683",74,29,23000,1,0,"other",5500000,173,68,9400000
"1684",68,23,6000,1,0,"other",1200000,176,75,2100000
"1685",69,25,7000,1,1,"other",1300000,178,75,1900000
"1686",67,25,3000,1,1,"other",9e+05,176,72,1500000
"1687",69,26,7000,1,0,"other",1200000,185,85,1600000
"1688",65,25,3000,1,0,"other",675000,178,70,962000
"1689",60,25,1000,1,1,"other",260000,180,72,345000
"1690",56,18,1000,1,1,"other",190000,186,76,494000
"1691",78,22,35000,2,0,"other",15500000,175,59,32600000
"1692",64,22,1000,1,0,"other",650000,173,68,1e+06
"1693",68,24,1000,1,1,"other",1200000,180,70,2700000
"1694",59,20,1000,1,1,"other",240000,174,66,372000
"1695",56,20,1000,1,1,"other",130000,178,72,215000
"1696",67,29,3000,1,0,"other",625000,178,66,1100000
"1697",72,27,37000,1,0,"other",3100000,185,72,6100000
"1698",61,26,4000,1,1,"other",270000,182,78,0
"1699",56,20,3000,1,1,"other",2e+05,172,64,455000
"1700",67,23,2000,1,0,"other",925000,178,76,1300000
"1701",76,24,14000,2,1,"other",9e+06,181,75,13300000
"1702",77,30,1000,1,1,"other",7500000,180,78,15800000
"1703",68,26,6000,1,0,"other",975000,180,74,1800000
"1704",72,21,11000,1,0,"other",5500000,174,67,9900000
"1705",62,25,1000,1,1,"other",375000,171,68,534000
"1706",59,24,2000,1,1,"other",2e+05,172,65,275000
"1707",67,31,3000,1,1,"other",575000,187,78,891000
"1708",61,24,1000,1,1,"other",280000,179,73,371000
"1709",68,29,2000,1,0,"other",9e+05,198,94,1400000
"1710",81,22,74000,1,0,"other",20500000,183,74,40500000
"1711",64,21,2000,1,1,"other",625000,177,75,1100000
"1712",67,32,2000,1,1,"other",5e+05,178,73,675000
"1713",67,28,4000,1,0,"other",775000,180,75,1100000
"1714",73,27,22000,1,1,"other",4e+06,186,85,7800000
"1715",66,31,3000,1,1,"other",475000,180,68,831000
"1716",73,22,51000,1,1,"other",5500000,183,80,11600000
"1717",66,37,3000,1,0,"other",120000,180,76,150000
"1718",76,32,11000,2,0,"other",6e+06,176,73,9300000
"1719",67,25,5000,1,1,"other",950000,175,72,1700000
"1720",86,26,140000,3,0,"Top_10",54500000,165,60,104900000
"1721",63,25,1000,1,0,"other",4e+05,183,73,530000
"1722",60,24,1000,1,1,"other",280000,182,75,371000
"1723",75,28,23000,1,1,"other",6500000,171,72,13700000
"1724",71,27,18000,1,1,"other",2500000,175,70,4700000
"1725",64,23,2000,1,1,"other",6e+05,175,73,1100000
"1726",71,29,0,1,0,"other",0,178,83,0
"1727",61,20,1000,1,1,"other",450000,190,80,1e+06
"1728",75,35,17000,1,0,"other",2e+06,188,77,3800000
"1729",69,30,3000,1,0,"other",1e+06,178,72,1300000
"1730",55,23,2000,1,1,"other",1e+05,181,83,195000
"1731",75,31,13000,2,1,"other",6e+06,161,57,8400000
"1732",77,26,61000,2,1,"Top_10",9e+06,182,76,17300000
"1733",65,24,2000,1,0,"other",725000,182,81,1100000
"1734",72,21,21000,1,0,"other",4900000,177,70,10700000
"1735",64,20,2000,1,1,"other",7e+05,182,77,1200000
"1736",68,31,3000,1,0,"other",650000,180,74,1100000
"1737",59,20,1000,1,1,"other",350000,168,65,761000
"1738",70,27,6000,1,0,"other",1900000,186,81,4100000
"1739",70,27,13000,1,1,"other",1600000,188,88,3100000
"1740",69,21,4000,1,0,"other",1700000,176,72,2800000
"1741",69,27,8000,1,1,"other",1200000,185,84,1900000
"1742",64,27,2000,1,0,"other",475000,178,74,736000
"1743",62,25,2000,1,1,"other",375000,180,81,572000
"1744",70,31,8000,1,0,"other",1300000,183,78,2e+06
"1745",62,30,1000,1,1,"other",290000,180,80,624000
"1746",69,27,4000,1,0,"other",1100000,178,68,2300000
"1747",53,20,1000,1,1,"other",90000,184,78,176000
"1748",85,26,115000,3,0,"other",4.6e+07,190,94,81700000
"1749",64,27,1000,1,0,"other",450000,185,80,596000
"1750",66,28,2000,1,1,"other",550000,170,63,0
"1751",63,19,1000,1,1,"other",525000,175,65,1200000
"1752",74,25,44000,1,1,"Top_20",6500000,170,62,11500000
"1753",70,22,8000,1,1,"other",2700000,175,68,4600000
"1754",57,18,1000,1,1,"other",210000,175,70,499000
"1755",62,22,1000,1,1,"other",450000,186,82,878000
"1756",64,36,1000,1,0,"other",150000,174,64,188000
"1757",65,20,3000,1,1,"other",1100000,172,69,2300000
"1758",64,30,1000,1,1,"other",425000,181,73,531000
"1759",68,26,3000,1,0,"other",975000,177,70,1800000
"1760",48,19,1000,1,1,"other",50000,182,80,109000
"1761",65,23,3000,1,1,"other",750000,183,77,1200000
"1762",67,21,2000,1,1,"other",1e+06,179,67,1600000
"1763",72,22,13000,1,1,"other",4600000,192,75,0
"1764",74,28,29000,1,0,"other",4800000,183,78,9700000
"1765",61,25,3000,1,0,"other",325000,180,70,528000
"1766",65,22,1000,1,1,"other",775000,178,70,1900000
"1767",70,31,4000,1,0,"other",1500000,173,71,1900000
"1768",68,32,4000,1,1,"other",575000,184,71,920000
"1769",73,32,24000,3,0,"other",3e+06,188,86,6e+06
"1770",82,29,70000,3,1,"Top_10",21500000,185,80,44100000
"1771",71,25,15000,1,1,"other",2800000,172,68,4900000
"1772",65,23,3000,1,1,"other",750000,170,73,1200000
"1773",70,28,14000,1,1,"other",1800000,177,76,3200000
"1774",67,25,4000,1,0,"other",1e+06,182,79,1500000
"1775",74,27,53000,1,1,"other",6e+06,172,73,9600000
"1776",61,19,1000,1,1,"other",550000,177,68,1100000
"1777",75,24,31000,1,0,"other",8e+06,178,70,15800000
"1778",64,22,2000,1,1,"other",650000,180,67,1100000
"1779",66,20,2000,1,0,"other",1400000,185,70,0
"1780",71,32,13000,1,1,"other",1600000,192,82,3100000
"1781",72,27,4000,1,0,"other",3600000,198,84,5900000
"1782",68,19,3000,1,1,"other",1700000,182,75,3700000
"1783",65,22,3000,1,1,"other",775000,183,73,1100000
"1784",67,26,2000,1,1,"other",8e+05,177,69,1300000
"1785",72,32,20000,1,0,"other",1900000,182,85,3300000
"1786",71,28,14000,1,1,"other",2400000,201,90,3900000
"1787",69,30,7000,1,0,"other",850000,188,85,1600000
"1788",66,26,4000,1,0,"other",775000,175,58,1400000
"1789",52,17,1000,1,1,"other",1e+05,172,67,198000
"1790",69,23,5000,1,1,"other",1200000,181,75,2e+06
"1791",70,27,1000,1,0,"other",1900000,167,72,2500000
"1792",62,23,2000,1,1,"other",375000,197,91,581000
"1793",69,22,5000,1,1,"other",1500000,166,65,2400000
"1794",65,26,4000,1,1,"other",575000,178,73,0
"1795",74,31,35000,1,1,"other",4100000,183,74,7700000
"1796",71,30,6000,2,1,"other",2e+06,190,78,3500000
"1797",66,26,4000,1,1,"other",725000,183,82,0
"1798",76,24,42000,1,1,"other",1e+07,178,70,19800000
"1799",70,33,9000,1,0,"other",1100000,162,64,2200000
"1800",56,19,2000,1,1,"other",170000,192,75,378000
"1801",59,18,1000,1,1,"other",325000,176,67,658000
"1802",75,34,14000,1,0,"other",3400000,170,67,4700000
"1803",62,22,1000,1,0,"other",375000,180,75,675000
"1804",74,27,46000,1,0,"other",5500000,188,73,10900000
"1805",73,24,18000,1,1,"other",5500000,167,74,12700000
"1806",72,24,12000,1,0,"other",3800000,190,78,9200000
"1807",58,24,2000,1,0,"other",160000,187,83,232000
"1808",58,18,1000,1,1,"other",250000,177,72,519000
"1809",71,19,39000,1,1,"Top_10",5e+06,169,56,13400000
"1810",74,23,15000,1,1,"other",7500000,181,73,17300000
"1811",81,27,80000,2,0,"Top_30",20500000,182,74,40500000
"1812",76,31,32000,1,0,"other",7e+06,168,71,11900000
"1813",73,26,0,1,0,"other",0,172,66,0
"1814",76,20,17000,1,1,"other",12500000,176,70,2e+07
"1815",63,18,2000,1,1,"other",750000,176,71,2e+06
"1816",70,22,5000,1,0,"other",2800000,176,68,0
"1817",69,26,17000,1,0,"other",1200000,188,85,0
"1818",66,32,1000,1,1,"other",475000,170,77,641000
"1819",55,18,1000,1,1,"other",160000,179,64,380000
"1820",69,31,5000,1,1,"other",925000,167,58,1600000
"1821",79,21,1000,1,0,"other",18500000,179,72,44400000
"1822",66,31,4000,1,1,"other",475000,180,75,879000
"1823",78,35,0,1,0,"other",0,174,71,0
"1824",59,21,2000,1,1,"other",350000,190,73,0
"1825",76,21,30000,1,0,"other",1e+07,195,90,1.9e+07
"1826",74,26,14000,1,0,"other",6500000,178,74,10200000
"1827",66,19,2000,1,1,"other",1e+06,173,61,1600000
"1828",75,27,42000,1,0,"other",6500000,182,75,12200000
"1829",71,24,6000,1,0,"other",3200000,183,84,5100000
"1830",64,20,1000,1,0,"other",750000,195,80,0
"1831",66,26,4000,1,0,"other",750000,182,77,994000
"1832",54,19,1000,1,1,"other",150000,180,73,289000
"1833",66,26,3000,1,0,"other",7e+05,187,88,1100000
"1834",67,23,1000,1,1,"other",1e+06,195,76,1800000
"1835",72,28,17000,2,0,"other",2700000,172,74,5300000
"1836",73,29,4000,1,0,"other",3900000,178,70,5500000
"1837",62,23,1000,1,0,"other",450000,186,76,0
"1838",70,24,4000,1,0,"other",2200000,194,80,4e+06
"1839",66,26,2000,1,1,"other",725000,189,83,1e+06
"1840",59,31,1000,1,1,"other",120000,182,75,150000
"1841",73,28,35000,1,0,"other",4e+06,182,78,7500000
"1842",74,27,14000,2,1,"other",6e+06,176,70,1.2e+07
"1843",65,36,2000,1,0,"other",180000,179,75,225000
"1844",65,26,3000,1,0,"other",650000,185,82,1200000
"1845",55,30,2000,1,1,"other",60000,184,78,93000
"1846",61,30,2000,1,0,"other",2e+05,180,72,310000
"1847",62,26,2000,1,1,"other",350000,180,71,551000
"1848",88,33,135000,3,0,"other",2.8e+07,187,78,47600000
"1849",60,27,3000,1,0,"other",210000,180,76,362000
"1850",65,23,2000,1,0,"other",750000,178,77,1200000
"1851",60,20,1000,1,1,"other",3e+05,185,75,585000
"1852",63,24,2000,1,1,"other",425000,195,70,776000
"1853",65,19,1000,1,1,"other",1e+06,183,76,2400000
